,0
0,3094.769429057629
1,23.93622883726198
2,5364.178295811398
3,3133.5436303661204
4,5442.710617303594
5,7474.650172349384
6,3073.415015364063
7,2110.0950056604665
8,6674.44614276165
9,3876.367246087221
10,11693.676710830843
11,5279.620316825471
12,6456.162629843297
13,4276.572607359003
14,666.378216550268
15,1186.9135111486335
16,7228.590561153838
17,7254.53559765846
18,5091.782395745231
19,3543.595264517899
20,5345.657105694929
21,-540.3954086825199
22,1763.1479091698743
23,2360.531326799539
24,9272.550620975982
25,9612.167898237178
26,2031.8887542798707
27,540.4705921142431
28,1321.6592713273617
29,2487.476071720496
30,392.53027164117475
31,1428.1709686603203
32,6859.563371055889
33,6538.83457189042
34,11372.044800023625
35,874.380107073762
36,2674.1236928667786
37,879.7961979880142
38,172.0084125511795
39,2259.5088183879593
40,5370.965144501872
41,4903.6770469584335
42,-1476.5711229660008
43,1763.3303924472552
44,307.8675814310825
45,4447.61854836444
46,5851.144171499389
47,2943.69677143405
48,339.3568739681459
49,3353.075277969892
50,9221.857767858703
51,10027.896010248982
52,387.00719688058393
53,7455.105175088893
54,527.2953671501939
55,4992.331480649982
56,1712.681177624016
57,5009.590124032424
58,2755.7597163899063
59,1924.747328954522
60,-262.04835981379404
61,-620.4218972524523
62,2702.80038655687
63,633.629322779901
64,6374.25849787852
65,6923.453292275846
66,989.2130983293948
67,1508.5465952791783
68,809.921407607588
69,6642.306185232168
70,4786.913672884342
71,972.343636704159
72,-2375.7070410644046
73,5863.841092231651
74,-492.5538006462433
75,1881.2347271958392
76,8885.350398488828
77,9039.111629836327
78,-239.65985641331088
79,4564.24999528196
80,838.5193364563866
81,1544.058019673404
82,1809.852659858846
83,-600.0096774242345
84,1701.5531569836444
85,1717.9024205491164
86,-150.9968710436225
87,-641.9698146703926
88,10886.768025961748
89,1840.7291158533685
90,381.99251460914843
91,2452.076656510174
92,5211.57328331483
93,6101.806623670334
94,4309.701239146378
95,1845.753590264901
96,6288.049346333728
97,7044.2632361459255
98,8771.992144548096
99,3570.3846268404873
100,4410.468727868023
101,287.6881730552367
102,1234.5580252019668
103,321.7647887751084
104,167.0407465486212
105,6124.047011825685
106,3209.9600523244903
107,-132.1999126239915
108,1808.0689656689588
109,1920.130779372968
110,6537.896533977128
111,8847.58002603132
112,-246.14403812604917
113,-1138.010966642737
114,5824.7807411333
115,2175.2987874914497
116,1357.0741473062021
117,3753.798119937716
118,245.4174229821399
119,6606.655902501818
120,13436.045412553312
121,10720.079974338694
122,8829.558799083998
123,2234.2623155622073
124,6471.807521843317
125,6201.320495484832
126,5511.68520316281
127,6221.299346042593
128,1376.1347020776298
129,1811.8755217671223
130,3594.865102612825
131,687.968260233351
132,1823.9348642849804
133,3549.667139432591
134,4104.898585419989
135,5475.961134712859
136,2293.443245349476
137,7355.332504122278
138,8138.3048684879905
139,1067.1515100550996
140,3813.8775475167336
141,4963.974563008829
142,7263.426530414594
143,10192.281896582934
144,7508.590168503846
145,4787.042952292473
146,3715.2613954303365
147,-693.023078947093
148,5701.822138273472
149,2019.755068969847
150,225.92070741973816
151,2712.1203103847415
152,2577.806636494703
153,6403.370868917686
154,1539.3439150812633
155,2352.749609791807
156,6534.9272152528065
157,423.6068483318618
158,6332.748924383306
159,1182.135507649297
160,4309.049601152385
161,9335.807432390739
162,1195.026035916072
163,1494.4753036199977
164,3648.905815124684
165,4997.309930789001
166,8215.564478343205
167,3305.1780222176303
168,222.12454278203188
169,805.1019161572538
170,1138.8811360385384
171,7848.651905765548
172,9290.646537779192
173,11352.830284694242
174,-2202.6492491829076
175,2704.3219207147736
176,13343.784783096962
177,199.49455299393992
178,6264.440188894319
179,2531.118620895585
180,3448.543953930856
181,2877.8939886706
182,9617.583204198063
183,6728.8878254334395
184,1168.2742594245683
185,275.0085975108235
186,9697.761818904633
187,2410.2868742326277
188,7954.034253118332
189,-1126.347492006123
190,11902.658387820584
191,10102.650278967432
192,3462.2230630495246
193,2636.0349110960974
194,4112.965647055864
195,1286.7854775604724
196,111.67327080014263
197,11237.515470876473
198,2235.9983547691054
199,658.651738071721
200,3860.593263168777
201,1392.446900210371
202,1180.932261973689
203,4110.92342684566
204,8008.781986296717
205,3687.245862679161
206,2472.7367027409005
207,8594.74907551848
208,3432.2994131842893
209,-289.7036848672012
210,2358.2746712773064
211,-413.3389335308316
212,6633.843539430905
213,1419.5761492396882
214,3985.6889142451405
215,735.944374278045
216,1988.3725759833346
217,919.0293195963075
218,5189.8178369914585
219,4290.964701717745
220,501.02280220335615
221,5584.2612404951615
222,5549.0303036316
223,1417.4823969928893
224,4117.308035290949
225,2471.416400138353
226,5084.9007682444535
227,881.551556503993
228,8963.765111826931
229,1504.0567972771673
230,1979.0473569365408
231,3703.123506119546
232,9900.233668460018
233,344.79437048930686
234,5552.834088288775
235,2697.869837806622
236,296.62466072015593
237,1370.6070854237319
238,6141.795952918643
239,3875.0908197110807
240,1506.0339884049354
241,-879.5869468898187
242,5022.654623693428
243,1217.3317024339544
244,5903.376571713226
245,2531.118620895585
246,654.5271139407466
247,4703.59487773959
248,3516.2693921704536
249,3878.63001772478
250,6262.902769546503
251,6137.530692120286
252,3011.230027287626
253,4292.894295942939
254,5095.828001415295
255,10346.983070824132
256,-1046.0344646959816
257,12036.397794299575
258,596.3508134018466
259,673.0782617763084
260,399.49874495986523
261,1815.0990982859735
262,9350.15220092574
263,8311.866438948646
264,2086.0573962170492
265,827.4674821575318
266,-1148.2078011836816
267,1345.9048321221044
268,5539.367671759419
269,2510.527460799291
270,2630.5741510721004
271,6495.279260509687
272,17087.894431151377
273,9602.097328936296
274,7937.47287239363
275,-50.775217523902256
276,-2546.1821422614353
277,604.6326378564036
278,1582.3638406664904
279,-1193.6358053922631
280,1319.5685449243547
281,8763.906610954298
282,10786.64732879709
283,1594.7195095713046
284,-311.8992150254321
285,1841.1852874967494
286,2438.510583327918
287,6353.089850120279
288,13102.342795486536
289,5670.512196071069
290,2134.574921508723
291,4300.1474112660235
292,1639.2736464751038
293,-602.9925818783161
294,2387.4022072527127
295,-3549.505646325234
296,1575.3259722391854
297,9852.672697265067
298,882.1484835154874
299,5506.46650273981
300,3933.2696192822455
301,5001.363603835212
302,-823.5745558325382
303,12053.441691199205
304,8810.965981575539
305,9995.226400084044
306,13732.907009255829
307,3698.7947175619934
308,5166.978635375377
309,7097.469735310107
310,121.56286456333771
311,1607.0233908613022
312,2593.169398031166
313,8111.689271522495
314,2930.381694543993
315,2912.424511400452
316,2824.668126711023
317,516.413466765764
318,4487.073725898104
319,-28.370081864751455
320,11849.674423161456
321,3713.1287650311583
322,8250.692689670896
323,14155.950902808227
324,2230.0126411356687
325,1386.6162888366175
326,-160.25137393926525
327,-853.9740526476448
328,3113.5503868038572
329,3659.6407816488304
330,775.3588606037047
331,6678.9103139847575
332,-433.9756836813888
333,2451.665693392738
334,4590.760623781154
335,6403.820602623608
336,740.1314147679373
337,5654.096488503872
338,3988.0905216090446
339,2540.743614057538
340,959.0983890048628
341,-1565.1887588344473
342,1901.9144451486268
343,610.286595239596
344,1304.0179020828518
345,330.35804480404795
346,2275.860285034676
347,833.2786669928382
348,2171.6842697732022
349,4139.1952649885625
350,-2429.0526084106923
351,6288.344111288199
352,5228.901538728078
353,15215.894719955064
354,1195.104382449688
355,2526.7091672475894
356,4269.065127054135
357,10784.728626202237
358,3243.7767286443727
359,2382.497466783389
360,2431.9524527506505
361,8745.002176142238
362,3917.2985717864235
363,4217.283300246079
364,1918.0442691854114
365,4971.773484607058
366,891.3289600102253
367,1307.4200297923485
368,-1294.200783089131
369,1477.7494248324842
370,6977.340792994108
371,-1005.5562623355949
372,431.58261343475783
373,682.7003521472063
374,4689.958523535006
375,-2568.7280394926174
376,9179.290820208302
377,-423.4473290329063
378,-1430.5391374222477
379,164.33141024982103
380,7588.295159663878
381,758.9719299028061
382,10920.443670520668
383,1649.5573184637901
384,325.9218746647807
385,5782.886797396039
386,562.0565036121243
387,-1092.0382493143406
388,358.56426425803033
389,2434.2834147649514
390,856.5114817867106
391,10919.51802998437
392,-1845.2402406555677
393,1166.1603432249415
394,6727.412901064534
395,3746.5254326813333
396,1329.741127513836
397,13489.160798025394
398,4967.697996088515
399,3757.618392733157
400,3718.9411015926567
401,9010.000587404023
402,652.6686106040377
403,2691.2231503974117
404,508.6556040719679
405,12817.618546330752
406,9475.593975323167
407,6176.522454409089
408,8735.533733850274
409,10676.770851346304
410,690.468728588932
411,7591.359020520418
412,1079.583531847574
